Market,err_2025 Q3,err_2025 Q4,err_2026 Q1,MAE,MeanError,Variable
Salt Lake City - UT,0.005284784887057192,0.018138888596808345,0.032072116695149644,0.018498596726338395,0.018498596726338395,SalePrice
San Antonio - TX,0.018104197315146786,0.04051869085415727,0.06483448373930922,0.04115245730287109,0.04115245730287109,SalePrice
San Diego - CA,0.015000775062674054,0.03247317799749183,0.04832597914891135,0.03193331073635908,0.03193331073635908,SalePrice
San Francisco - CA,0.021457038565513953,0.03715462851567208,0.0445636202950912,0.03439176245875908,0.03439176245875908,SalePrice
San Jose - CA,0.014532204932190762,0.03134941106558409,0.0388923794433127,0.028257998480362517,0.028257998480362517,SalePrice
Santa Barbara - CA,0.016200598160378554,0.028867957318820414,0.043039222540943056,0.029369259340047343,0.029369259340047343,SalePrice
Santa Rosa - CA,0.019264199252598813,0.05205505623159146,0.08070651765438241,0.05067525771285756,0.05067525771285756,SalePrice
Sarasota - FL,0.014926077167890295,0.02956781264074282,0.041637015325770355,0.028710301711467823,0.028710301711467823,SalePrice
Savannah - GA,0.005241835141275963,0.012838606689057563,0.026281061344169743,0.014787167724834424,0.014787167724834424,SalePrice
Scranton - PA,0.009516837767062247,0.026469646548991532,0.04497027762994554,0.02698558731533311,0.02698558731533311,SalePrice
Seattle - WA,0.0185010438637071,0.04415570795602819,0.06426436933104607,0.042307040383593786,0.042307040383593786,SalePrice
Shreveport - LA,0.007436127509576451,0.01719925559105695,0.026677509686174883,0.017104297595602762,0.017104297595602762,SalePrice
Spokane - WA,0.005662472075859126,0.006460377266292339,0.013686581265005326,0.00860314353571893,0.00860314353571893,SalePrice
Springfield - MA,0.0019845928065218565,0.007360645696820489,0.012727357484089374,0.007357531995810573,0.007357531995810573,SalePrice
Springfield - MO,-0.014218908461294477,0.0024657008676016723,0.0155028924813434,0.01072916727007985,0.0012498949625501983,SalePrice
Stamford - CT,0.021616543283741185,0.04162776743825436,0.06078962057727688,0.04134464376642414,0.04134464376642414,SalePrice
Stockton - CA,0.019865798623854847,0.04039463883281591,0.06217296265906014,0.0408111333719103,0.0408111333719103,SalePrice
Syracuse - NY,0.019949606627161054,0.033110663487243897,0.04747769803145463,0.03351265604861986,0.03351265604861986,SalePrice
Tallahassee - FL,0.0074153046440379455,0.022317962874627062,0.03883093066826637,0.022854732728977128,0.022854732728977128,SalePrice
Tampa - FL,0.029048703592841174,0.06072441528461814,0.08979861974074954,0.059857246206069616,0.059857246206069616,SalePrice
Toledo - OH,0.015903436114328318,0.03219385527585761,0.04076133813814309,0.02961954317610967,0.02961954317610967,SalePrice
Trenton - NJ,0.014066156719185985,0.021804398207914577,0.028063007079814906,0.021311187335638488,0.021311187335638488,SalePrice
Tucson - AZ,0.018180469936936672,0.03808706496902181,0.05427980876713734,0.036849114557698605,0.036849114557698605,SalePrice
Tulsa - OK,0.0036039724365242165,0.003462535069137518,0.014222619857093388,0.007096375787585041,0.007096375787585041,SalePrice
Vallejo-Fairfield - CA,0.02630169104985214,0.05130160601013678,0.07344101447022133,0.050348103843403415,0.050348103843403415,SalePrice
Ventura - CA,0.011763529293036479,0.020190296433796107,0.026677649289219785,0.01954382500535079,0.01954382500535079,SalePrice
Visalia - CA,0.010922534509953952,0.02417901670385425,0.04044653485235061,0.02518269535538627,0.02518269535538627,SalePrice
Washington - DC,-0.0022911897964938976,0.007243979997566985,0.019217556908905697,0.009584242234322193,0.008056782369992929,SalePrice
Wichita - KS,-0.0021711685247631785,-0.0021114381625848555,-0.0015695788607501537,0.0019507285160327292,-0.0019507285160327292,SalePrice
Winston-Salem - NC,0.00891695855214536,0.018567474513538462,0.02978048760643137,0.019088306890705065,0.019088306890705065,SalePrice
Worcester - MA,-0.008787493483160214,-0.01502131119031791,-0.01692311471124297,0.013577306461573698,-0.013577306461573698,SalePrice
York - PA,-0.0008590245448167888,0.0002679659580169247,0.0017657068681440347,0.0009642324569925828,0.0003915494271147235,SalePrice
Youngstown - OH,0.0016191507887421963,0.004925791532291335,0.012004828692218972,0.006183257004417501,0.006183257004417501,SalePrice
