Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1
El Paso - TX,849771.4375,851290.25,852702.0,853916.0625,855073.1875,856208.3125,857324.0,857845.5625,858329.6875,858799.0,859286.0,860369.1875,861447.8125,862501.875,863581.0,865350.0,867139.0,868913.1875,869827.0625,870104.8125,870164.3125,870430.0,871046.375,871212.0,871500.4375,871848.875,872474.8125,873716.8125,875076.4375,876592.6875,878072.0,878495.75,879038.6875,879691.125,880171.8125,882444.0,884578.125,885784.75,886860.125,887955.0625,889008.9375,889614.9375,890206.0,890779.1875,891337.25,891900.0,892443.5,892963.8125,893454.5625,893967.5625,894520.375,895133.0,895781.625,896460.5,897173.0,897933.875,898731.0625,899562.8125,900428.5625,901323.1875,902294.1875
Fayetteville - NC,382422.6875,382922.90625,383375.0,383039.09375,382677.40625,382306.0,381926.0,382614.40625,383286.0,383951.125,384624.0,385124.21875,385622.40625,386109.59375,386608.0,386670.90625,386742.8125,386808.0,389465.0,390302.5,391041.90625,391873.90625,392864.0,392721.71875,392635.1875,392576.375,392642.6875,392576.5,392563.28125,392620.40625,392660.71875,392956.90625,393306.625,393705.28125,394027.1875,395196.8125,396304.0,396996.1875,397614.90625,398202.5,398733.0,399138.78125,399502.59375,399813.1875,400070.59375,400274.28125,400436.0,400544.0,400597.40625,400666.28125,400771.0,400901.40625,401055.0,401228.3125,401434.59375,401600.1875,401784.0,401983.71875,402217.71875,402471.09375,402745.3125
Flint - MI,410344.40625,410027.5,409659.0,409365.90625,409045.28125,408714.28125,408374.0,408151.3125,407910.71875,407663.21875,407424.0,407221.71875,407017.3125,406801.21875,406597.0,406467.71875,406347.8125,406221.0,405776.5,405508.09375,405138.21875,404864.40625,404753.8125,403914.0,403131.90625,402378.0,401752.1875,401458.1875,401218.28125,401050.28125,400865.125,400768.71875,400728.09375,400738.71875,400672.5,400423.40625,400148.8125,399486.3125,398798.5,398115.6875,397430.0,396681.5,395939.6875,395201.5,394466.8125,393745.0,393029.125,392316.8125,391608.5,390915.90625,390245.09375,389595.6875,388966.71875,388349.625,387746.78125,387161.5,386589.8125,386033.28125,385489.5,384959.40625,384445.3125
Fort Lauderdale - FL,1891145.0,1898047.0,1904711.0,1910021.0,1915204.0,1920337.0,1925427.0,1928162.0,1930813.0,1933431.0,1936089.0,1937602.0,1939105.0,1940553.0,1942057.0,1942821.0,1943630.0,1944405.0,1943433.0,1941534.0,1939149.0,1937223.0,1936076.0,1943955.0,1952102.0,1960382.0,1969284.0,1977837.0,1986655.0,1995828.0,2004918.0,2010492.0,2016349.0,2022466.0,2028199.0,2032029.0,2035401.0,2036414.0,2036445.0,2036569.0,2036767.0,2036747.0,2036941.0,2037070.0,2037024.0,2036610.0,2036047.0,2035415.0,2034058.0,2032769.0,2031608.0,2030653.0,2029890.0,2029469.0,2029327.0,2029477.0,2029890.0,2030474.0,2031399.0,2032544.0,2033998.0
Fort Myers - FL,696895.0625,702117.625,707252.0,711083.125,714866.8125,718632.0625,722381.0,725251.75,728090.875,730917.5,733759.0,737396.125,741029.3125,744641.4375,748275.0,752450.1875,756642.875,760822.5,765540.75,771926.8125,778118.0,784492.1875,791185.125,800170.75,809269.3125,818425.75,827847.75,832017.875,836298.875,840729.375,845124.5625,848002.0625,850997.0625,854100.8125,857040.375,858415.375,860096.375,861330.3125,862882.3125,864983.0625,867122.1875,869167.8125,871517.1875,873874.8125,876219.4375,878548.0,880863.125,883189.0625,885507.0625,887849.8125,890235.4375,892694.8125,895206.4375,897786.625,900439.25,903176.5625,905987.125,908867.1875,911827.5625,914863.25,917960.875
Fort Wayne - IN,432019.0,432669.71875,433266.0,434042.3125,434789.625,435525.78125,436252.0,437269.59375,438268.09375,439259.09375,440259.0,441337.875,442414.3125,443478.21875,444555.0,445620.40625,446696.09375,447764.1875,448609.3125,449381.5,450040.90625,450806.6875,451754.40625,452430.0,453169.3125,453939.78125,454854.875,455718.5,456643.0,457649.1875,458635.8125,459841.40625,461110.8125,462439.09375,463678.59375,464793.3125,465831.78125,466380.5,466838.71875,467272.71875,467665.59375,467970.40625,468242.625,468481.8125,468688.5,468900.3125,469113.90625,469327.6875,469542.59375,469769.28125,470016.59375,470275.6875,470546.59375,470833.40625,471134.40625,471450.0,471778.6875,472120.21875,472474.78125,472844.40625,473227.90625
Fresno - CA,1129684.0,1131846.0,1133866.0,1136571.0,1139200.0,1141800.0,1144374.0,1146540.0,1148656.0,1150751.0,1152871.0,1154765.0,1156652.0,1158506.0,1160394.0,1161886.0,1163405.0,1164904.0,1166220.0,1167680.0,1168847.0,1170292.0,1172208.0,1173151.0,1174258.0,1175446.0,1177008.0,1178242.0,1179633.0,1181236.0,1182787.0,1183837.0,1185051.0,1186415.0,1187551.0,1187735.0,1187987.0,1187251.0,1186594.0,1186423.0,1186427.0,1186476.0,1186788.0,1187290.0,1187940.0,1188751.0,1189733.0,1190845.0,1192089.0,1193385.0,1194755.0,1196186.0,1197694.0,1199261.0,1200894.0,1202597.0,1204362.0,1206199.0,1208095.0,1210052.0,1212067.0
Grand Rapids - MI,1113889.0,1116776.0,1119522.0,1122233.0,1124869.0,1127476.0,1130058.0,1132245.0,1134382.0,1136499.0,1138640.0,1140225.0,1141803.0,1143349.0,1144928.0,1146619.0,1148338.0,1150036.0,1151533.0,1152325.0,1152827.0,1153603.0,1154844.0,1155310.0,1155937.0,1156645.0,1157720.0,1159245.0,1160923.0,1162808.0,1164642.0,1166874.0,1169266.0,1171806.0,1174118.0,1177587.0,1180851.0,1182833.0,1184562.0,1186165.0,1187745.0,1189117.0,1190450.0,1191768.0,1193081.0,1194402.0,1195719.0,1197037.0,1198356.0,1199715.0,1201128.0,1202607.0,1204142.0,1205715.0,1207334.0,1209003.0,1210713.0,1212462.0,1214254.0,1216092.0,1217951.0
Greensboro - NC,755591.375,757525.3125,759364.0,760321.6875,761228.5625,762115.875,762986.0,764190.0,765360.5,766517.875,767691.0,769063.75,770432.3125,771778.875,773148.0,774257.8125,775385.625,776500.125,774423.6875,775420.25,776222.25,777207.875,778507.0625,779969.5,781541.6875,783168.1875,785044.5,786761.75,788584.5,790548.1875,792478.1875,794555.1875,796741.0625,799027.6875,801159.625,803999.0625,806590.0625,808231.3125,809582.0625,810727.75,811791.0,812630.6875,813357.8125,813976.9375,814490.625,814897.6875,815196.875,815387.1875,815466.625,815580.3125,815741.0,815953.6875,816216.9375,816519.0,816861.5,817193.5,817564.875,817971.5,818418.0625,818902.5625,819435.5
Greenville - SC,877804.625,880828.1875,883741.0,886519.6875,889239.0625,891935.75,894612.0,897496.25,900341.375,903171.0,906019.0,909420.5,912817.0625,916187.8125,919585.0,922450.1875,925336.9375,928207.5625,930728.375,933420.25,935877.375,938555.75,941613.0,946305.4375,951130.0,956020.0625,961215.8125,965775.875,970464.625,975326.75,980147.5625,984685.75,989359.6875,994160.125,998769.3125,1003192.0,1007470.0,1010703.0,1013723.0,1016651.0,1019452.0,1022027.0,1024484.0,1026817.0,1029026.0,1031105.9375,1033058.9375,1034886.0,1036586.0625,1038307.0,1040056.0,1041832.0,1043636.0,1045459.0,1047327.0,1049234.0,1051175.0,1053144.0,1055141.0,1057169.0,1059224.0
Gulfport-Biloxi-Pascagoula - MS,406674.09375,407237.6875,407750.0,408656.09375,409534.78125,410403.09375,411262.0,411631.90625,411983.875,412328.71875,412682.0,413238.59375,413792.90625,414335.375,414890.0,415340.59375,415800.90625,416254.0,416650.6875,417175.8125,417596.3125,418115.8125,418804.0,419253.59375,419762.09375,420299.5,420970.5,421308.28125,421702.5,422172.0,422623.1875,423871.625,425179.8125,426543.5,427826.5,428801.5,429673.3125,430050.40625,430310.3125,430518.09375,430675.125,430707.09375,430703.1875,430625.625,430510.09375,430363.0,430185.90625,429967.1875,429724.09375,429476.59375,429232.5,428982.0,428738.90625,428494.28125,428251.59375,427996.0,427741.3125,427488.3125,427287.6875,427143.5,427049.0
Harrisburg - PA,572374.0625,573424.625,574403.0,575526.8125,576612.125,577682.625,578740.0,579876.0,580986.6875,582087.375,583200.0,584293.1875,585383.1875,586456.625,587547.0,588923.5625,590313.8125,591693.9375,592783.0625,594529.9375,596127.375,597865.8125,599845.6875,600749.0625,601736.875,602766.1875,603987.4375,604987.0,606067.1875,607255.3125,608417.125,609694.8125,611055.9375,612493.75,613812.9375,614668.875,615441.6875,615582.5625,615609.3125,615699.5,615796.8125,615800.4375,615806.0,615814.5625,615828.125,615851.625,615879.0,615907.5,615939.25,615994.8125,616086.3125,616211.5,616374.3125,616562.0625,616778.375,617026.0,617302.3125,617604.375,617934.6875,618299.0,618690.4375
Hartford - CT,1153203.0,1152801.0,1152255.0,1152239.0,1152146.0,1152023.0,1151874.0,1152000.0,1152076.0,1152132.0,1152212.0,1152019.0,1151819.0,1151587.0,1151388.0,1151556.0,1151750.0,1151925.0,1137282.0,1139866.0,1142164.0,1144732.0,1147762.0,1148569.0,1149537.0,1150585.0,1151999.0,1153661.0,1155478.0,1157500.0,1159473.0,1161680.0,1164046.0,1166561.0,1168851.0,1170523.0,1172061.0,1172466.0,1172692.0,1172111.0,1171382.0,1170303.0,1169275.0,1168203.0,1167114.0,1166004.0,1164886.0,1163718.0,1162533.0,1161383.0,1160282.0,1159198.0,1158179.0,1157228.0,1156343.0,1155517.0,1154757.0,1154055.0,1153427.0,1152869.0,1152395.0
Honolulu - HI,1020634.0,1022286.0,1023810.0,1023593.0,1023307.0,1022994.0,1022659.0,1022452.0,1022199.0,1021930.0,1021681.0,1021025.0,1020364.0,1019674.0,1019013.0,1018167.0,1017344.0,1016504.0,1012322.0,1010276.0,1007978.0,1005919.0,1004266.0,1001451.0,998778.3125,996176.5,993891.4375,992773.625,991789.9375,990983.375,990134.375,990237.5,990477.4375,990842.5,991016.125,991426.875,991582.0,990601.1875,989322.0,988000.9375,986600.0,985169.8125,983806.8125,982502.375,981254.8125,980053.5,978904.125,977805.125,976755.1875,975791.875,974957.6875,974241.6875,973648.0625,973180.75,972850.5,972661.3125,972616.5,972704.3125,972948.3125,973252.5,973736.5
Houston - TX,6756328.0,6790530.0,6823880.0,6847216.0,6870094.0,6892797.0,6915342.0,6934319.0,6952992.0,6971545.0,6990242.0,7012061.0,7033842.0,7055423.0,7077209.0,7101484.0,7125925.0,7150243.0,7169317.0,7188643.0,7206163.0,7225385.0,7247525.0,7285085.0,7323662.0,7362743.0,7404178.0,7450772.0,7498353.0,7547273.0,7595874.0,7646756.0,7698701.0,7751639.0,7803095.0,7842032.0,7879814.0,7909436.0,7936832.0,7964289.0,7991382.0,8016838.0,8041804.0,8066299.0,8090477.0,8114143.0,8137683.0,8160347.0,8182742.0,8205477.5,8228449.0,8252044.0,8276254.0,8301234.5,8326590.0,8352716.0,8379513.5,8406800.0,8434516.0,8463096.0,8492442.0
Huntsville - AL,454404.125,456029.21875,457597.0,459518.09375,461408.375,463287.0,465155.0,467325.0,469474.5,471615.90625,473767.0,476105.0,478440.5,480762.21875,483098.0,485968.5,488850.3125,491723.6875,494723.0,497034.90625,499221.71875,501526.3125,504034.0,506701.8125,509440.1875,512213.625,515150.6875,518448.5,521815.0,525274.75,528712.25,532184.0625,535730.5,539346.625,542860.25,544882.0625,546809.875,548154.125,549371.5625,550661.6875,551907.75,553022.5,554116.8125,555178.5,556213.9375,557233.5,558238.6875,559228.5625,560207.875,561195.625,562204.5,563228.875,564271.8125,565318.5,566371.0,567432.3125,568501.125,569576.125,570660.875,571749.3125,572845.8125
Indianapolis - IN,1989160.0,1995226.0,2001041.0,2007003.0,2012830.0,2018606.0,2024336.0,2031110.0,2037795.0,2044444.0,2051136.0,2056721.0,2062294.875,2067811.0,2073386.0,2078794.875,2084252.875,2089675.0,2092800.0,2096368.875,2099412.0,2102951.0,2107339.0,2111438.0,2115834.0,2120375.0,2125592.0,2130951.0,2136596.0,2142624.0,2148560.0,2155691.0,2163123.0,2170831.0,2178124.0,2185856.0,2193303.0,2197922.0,2202050.0,2206068.0,2210086.0,2213551.0,2216863.0,2220026.0,2223018.0,2225986.0,2228944.0,2231908.0,2234876.0,2237911.0,2241061.0,2244282.0,2247595.0,2251032.0,2254578.0,2258261.0,2262048.0,2265919.0,2269902.0,2273947.0,2278083.0
Inland Empire - CA,4441611.0,4452700.0,4463228.0,4475180.0,4486833.0,4498371.0,4509806.0,4519626.0,4529248.0,4538792.0,4548430.0,4555151.0,4561847.0,4568413.0,4575112.0,4583908.0,4592811.0,4601634.0,4608871.0,4618339.0,4626649.0,4636054.0,4647332.0,4652884.0,4659088.0,4665612.0,4673618.0,4679954.0,4686916.0,4694714.0,4702311.0,4710229.0,4718796.0,4727962.0,4736214.0,4741826.0,4747531.0,4749106.0,4750864.0,4754206.0,4758227.0,4762449.0,4767786.0,4773927.0,4780667.0,4788104.0,4796222.0,4804855.0,4813993.0,4823319.0,4832904.0,4842704.0,4852772.0,4863026.0,4873494.0,4884209.0,4895148.0,4906339.0,4917718.0,4929291.0,4940994.0
Jackson - MS,627997.625,628507.3125,628938.0,628925.75,628871.1875,628800.75,628716.0,628251.0,627758.5,627255.3125,626765.0,626165.5625,625562.9375,624942.3125,624340.0,622869.0,621412.4375,619945.125,618851.375,617274.1875,615542.9375,613958.0,612619.875,611741.5625,610950.0,610200.8125,609645.5,609393.0,609222.4375,609160.1875,609071.6875,608644.3125,608300.3125,608032.25,607645.875,606008.1875,604556.8125,602714.75,601005.1875,599515.0,598236.0,596930.75,595682.5,594455.625,593295.3125,592205.3125,591196.0,590228.5,589313.875,588471.0,587725.0,587039.6875,586425.0,585865.4375,585379.5,584923.8125,584512.8125,584144.6875,583810.5,583519.5625,583267.8125
Jacksonville - FL,1475121.0,1483873.0,1492438.0,1500427.0,1508317.0,1516168.0,1523984.0,1531576.0,1539101.0,1546599.0,1554129.0,1561516.0,1568895.0,1576229.0,1583609.0,1591007.0,1598442.0,1605850.0,1612992.0,1620197.0,1626995.0,1634176.0,1642019.0,1652139.0,1662489.0,1672953.0,1683951.0,1693919.0,1704111.0,1714608.0,1725032.0,1731704.0,1738614.0,1745743.0,1752535.0,1758802.0,1764706.0,1768639.0,1772301.0,1776202.0,1780113.0,1783791.0,1787608.0,1791495.0,1795391.0,1799333.0,1803288.0,1807295.0,1811311.0,1815392.0,1819567.0,1823892.0,1828310.0,1832838.0,1837490.0,1842294.0,1847220.0,1852278.0,1857459.0,1862762.0,1868172.0
Kansas City - MO,2109809.0,2115865.0,2121656.0,2127481.0,2133165.0,2138793.0,2144373.0,2149511.0,2154555.0,2159562.0,2164614.0,2168662.0,2172698.0,2176672.0,2180710.0,2184487.0,2188314.0,2192104.0,2195389.0,2197487.0,2199034.0,2201103.0,2204059.0,2204972.0,2206195.0,2207572.0,2209650.0,2213787.0,2218219.0,2223046.0,2227777.0,2233441.0,2239413.0,2245669.0,2251493.0,2258186.0,2264532.0,2268609.0,2272323.0,2275719.0,2278697.0,2281339.0,2283586.0,2285438.0,2287211.0,2288934.0,2290543.0,2292093.0,2293525.0,2294941.0,2296391.0,2297843.0,2299422.0,2301079.0,2302828.0,2304678.0,2306619.0,2308643.0,2310751.0,2312936.0,2315209.0
Killeen - TX,439772.0,440996.71875,442166.0,444031.5,445867.40625,447691.8125,449506.0,451786.90625,454048.09375,456301.40625,458564.0,461280.09375,463993.71875,466694.09375,469408.0,471435.3125,473473.5,475503.6875,477205.6875,479708.09375,482089.6875,484584.90625,487276.21875,489078.40625,490949.0,492853.5,494915.1875,496813.0,498777.09375,500830.40625,502862.5,504572.125,506351.0,508194.0,509938.8125,511679.1875,513343.375,514473.5,515536.625,516619.03125,517683.21875,518619.3125,519547.59375,520466.8125,521379.53125,522299.0625,523209.78125,524109.6875,524994.0625,525893.0,526817.0625,527777.6875,528760.375,529761.75,530784.125,531835.875,532910.0,534007.0,535124.5,536260.5,537439.6875
Knoxville - TN,866851.375,868890.8125,870821.0,873170.6875,875462.125,877731.0625,879980.0,882071.5,884124.5,886162.125,888218.0,890111.3125,891999.8125,893862.9375,895752.0,898316.0,900900.875,903470.25,906061.0,908701.4375,911113.5,913741.0,916737.625,920793.8125,924978.5625,929227.1875,933772.5,937137.8125,940628.125,944286.625,947905.1875,950997.625,954221.1875,957566.3125,960726.9375,962150.8125,963701.4375,964460.875,965328.0,966465.5,967558.0,968519.6875,969634.8125,970719.8125,971775.375,972810.125,973811.1875,974776.0,975702.8125,976660.25,977663.5,978708.9375,979797.9375,980903.625,982034.125,983197.5625,984384.0,985594.75,986827.0625,988080.875,989356.625
Lafayette - LA,410164.875,410450.8125,410685.0,410477.375,410242.40625,409996.78125,409742.0,409619.90625,409479.8125,409332.6875,409194.0,409068.0,408939.78125,408800.0,408672.0,408470.3125,408278.0,408078.78125,408213.28125,408809.125,409302.40625,409892.59375,410648.28125,411350.0,412110.5,412900.5,413823.09375,414394.59375,415021.90625,415723.375,416407.40625,417572.125,418795.0,420071.90625,421268.40625,422349.40625,423380.625,423979.875,424541.0,425237.5,425836.40625,426271.3125,426674.8125,427003.8125,427277.71875,427507.90625,427691.09375,427823.6875,427911.0,427974.90625,428024.6875,428057.71875,428085.28125,428102.375,428113.59375,428129.40625,428142.90625,428154.59375,428192.09375,428253.59375,428341.625
Lakeland - FL,648837.25,652883.125,656847.0,661395.6875,665900.3125,670387.875,674860.0,679834.25,684778.6875,689711.3125,694658.0,698757.0,702852.1875,706927.3125,711023.0,715687.1875,720368.0,725036.5,730155.0,736561.25,742781.8125,749176.875,755876.375,764673.8125,773579.25,782540.0,791754.875,799936.8125,808223.0625,816653.375,825049.3125,830949.5625,836955.875,843061.125,848996.1875,853207.25,857251.3125,860339.5,863285.8125,866368.3125,869462.0,872436.0,875475.5,878544.625,881613.125,884697.5,887783.375,890891.4375,893998.25,897133.0,900310.625,903557.6875,906850.25,910195.3125,913601.0,917081.1875,920622.375,924228.0625,927895.6875,931622.9375,935404.125
Lancaster - PA,540942.625,541747.375,542484.0,543450.625,544380.8125,545297.125,546201.0,547039.9375,547854.6875,548660.25,549477.0,550020.625,550561.1875,551086.125,551627.0,552070.6875,552527.3125,552974.4375,552809.875,553692.1875,554435.75,555310.4375,556409.1875,556428.5625,556526.625,556663.0625,556976.625,557587.0,558271.8125,559056.0625,559816.25,560264.5625,560790.5,561387.3125,561875.9375,562765.3125,563599.125,563868.3125,564069.0625,564363.25,564655.1875,564857.125,565054.6875,565252.375,565452.8125,565663.3125,565876.375,566090.0625,566304.0625,566536.9375,566798.5625,567088.9375,567409.0,567745.625,568103.8125,568482.9375,568884.125,569305.8125,569748.4375,570213.6875,570703.5
Lansing - MI,470249.125,470973.6875,471639.0,472281.71875,472892.78125,473491.78125,474080.0,474021.21875,473941.59375,473853.90625,473776.0,473832.5,473886.40625,473926.78125,473981.0,473830.6875,473691.5,473544.09375,473357.78125,470019.1875,466563.6875,463219.78125,460061.3125,463207.6875,466417.125,469657.40625,473046.6875,473601.09375,474218.59375,474920.40625,475601.40625,476158.1875,476780.6875,477463.5,478054.1875,478617.625,479128.375,479150.59375,479089.0,478999.59375,478898.09375,478715.09375,478675.6875,478630.71875,478580.1875,478524.0,478465.59375,478403.90625,478342.28125,478297.59375,478278.1875,478284.90625,478319.625,478377.40625,478457.78125,478561.3125,478685.90625,478830.0,478997.3125,479187.71875,479400.59375
Las Vegas - NV,2094714.125,2104460.0,2113943.0,2123796.0,2133508.0,2143164.0,2152772.0,2163224.0,2173581.0,2183901.0,2194265.0,2204967.0,2215657.0,2226284.0,2236975.0,2246778.0,2256634.0,2266450.0,2275885.0,2281065.0,2285673.0,2290820.0,2296893.0,2302937.0,2309305.0,2315833.0,2323099.0,2329878.0,2336967.0,2344473.0,2351878.0,2360793.0,2370032.0,2379570.0,2388648.0,2395214.0,2401451.0,2405198.0,2408520.0,2412230.0,2416235.0,2420211.0,2424506.0,2429103.0,2433998.0,2439190.0,2444671.0,2450440.0,2456491.0,2462600.0,2468821.0,2475134.0,2481559.0,2488041.0,2494614.0,2501211.0,2507893.0,2514668.0,2521526.0,2528417.0,2535359.0
Lehigh Valley - PA,840953.0,842207.5,843356.0,845038.8125,846665.0,848269.6875,849855.0,851444.5625,852997.0,854534.75,856090.0,856768.6875,857442.6875,858092.4375,858767.0,859799.3125,860851.625,861889.125,861514.75,863643.1875,865554.8125,867671.0,870137.5625,870269.875,870524.75,870840.0,871432.3125,872964.4375,874612.9375,876417.0,878183.0,879667.4375,881272.5625,882989.0625,884534.75,885275.8125,885977.3125,885840.6875,885610.25,885542.5,885463.625,885231.625,885029.9375,884817.625,884597.5,884372.9375,884169.8125,883960.3125,883745.4375,883557.625,883443.75,883376.125,883355.6875,883371.6875,883457.1875,883781.8125,884144.6875,884540.75,885010.8125,885534.4375,886099.3125
Lexington - KY,502054.59375,503087.875,504058.0,505515.0,506938.1875,508348.375,509747.0,510462.3125,511155.21875,511839.375,512534.0,513101.625,513666.625,514216.8125,514781.96875,515457.8125,516145.375,516824.28125,517414.625,517228.09375,516912.15625,516718.8125,516733.71875,517383.1875,518105.71875,518864.0,519787.46875,521182.625,522647.21875,524204.78125,525739.8125,527458.375,529249.5,531107.5,532863.25,534925.4375,536827.0,538088.6875,539143.375,540103.8125,541018.8125,541825.9375,542576.75,543297.4375,543988.0,544642.375,545265.8125,545858.5625,546423.25,546996.1875,547588.3125,548190.6875,548804.875,549438.8125,550087.25,550748.4375,551421.0,552098.875,552789.125,553492.5,554202.875
Little Rock - AR,734002.3125,734890.375,735686.0,736718.875,737702.375,738667.125,739615.0,740351.625,741055.8125,741747.3125,742454.0,743073.75,743689.25,744283.875,744900.0,745937.8125,746993.0,748035.25,748983.5,749680.75,750190.0,750877.0,751866.8125,753312.3125,754863.5625,756467.125,758311.5625,759792.9375,761375.9375,763094.75,764780.875,766290.25,767905.25,769618.0,771182.375,773192.6875,775050.3125,776103.5,776979.6875,777747.3125,778525.875,779245.3125,779938.3125,780591.3125,781206.1875,781786.8125,782328.9375,782829.5,783289.0,783784.1875,784327.1875,784904.75,785524.5,786166.375,786833.3125,787484.9375,788160.125,788861.3125,789584.625,790332.5,791102.8125
Long Island - NY,2897584.0,2899109.0,2900269.0,2902355.0,2904248.0,2906066.0,2907818.0,2909866.0,2911786.0,2913657.0,2915587.0,2916593.0,2917583.0,2918489.0,2919481.0,2920195.0,2920976.0,2921707.0,2915235.0,2917400.0,2918824.0,2920930.0,2924205.0,2921949.0,2920108.0,2918471.0,2917763.0,2918389.0,2919404.0,2920938.0,2922344.0,2928445.0,2934948.0,2941820.0,2948123.0,2943567.0,2939281.0,2932337.0,2925291.0,2919618.0,2914130.0,2912434.0,2910405.0,2908569.0,2907243.0,2905824.0,2904360.0,2902916.0,2901453.0,2900132.0,2899083.0,2898250.0,2897423.0,2896801.0,2896363.0,2896280.0,2896359.0,2896593.0,2897036.0,2897758.0,2898656.0
Los Angeles - CA,10111310.0,10117800.0,10123010.0,10124210.0,10124730.0,10124990.0,10125010.0,10118800.0,10112140.0,10105310.0,10098680.0,10087440.0,10076130.0,10064550.0,10053250.0,10041210.0,10029390.0,10017410.0,9998113.0,9951233.0,9901874.0,9854877.0,9811836.0,9792764.0,9775084.0,9758089.0,9744196.0,9738308.0,9733726.0,9730880.0,9727610.0,9729724.0,9733189.0,9737894.0,9740727.0,9740669.0,9739066.0,9726477.0,9710973.0,9696248.0,9682636.0,9667445.0,9653124.0,9640324.0,9628546.0,9617702.0,9608056.0,9599364.0,9591594.0,9584235.0,9577435.0,9571140.0,9565472.0,9560425.0,9555981.0,9552157.0,9548940.0,9546228.0,9544132.0,9542796.0,9542088.0
Louisville - KY,1333538.0,1335846.0,1337986.0,1340390.0,1342704.0,1344984.0,1347234.0,1348548.0,1349803.0,1351035.0,1352295.0,1353714.0,1355126.0,1356499.0,1357912.0,1359310.0,1360740.0,1362147.0,1362992.0,1362695.0,1362055.0,1361739.0,1361972.0,1362760.0,1363740.0,1364814.0,1366323.0,1368903.0,1371667.0,1374674.0,1377623.0,1381454.0,1385475.0,1389672.0,1393602.0,1397268.0,1400717.0,1402718.0,1404419.0,1406107.0,1407715.0,1409398.0,1411023.0,1412573.0,1414049.0,1415473.0,1416864.0,1418216.0,1419526.0,1420872.0,1422294.0,1423759.0,1425262.0,1426818.0,1428432.0,1430088.0,1431781.0,1433502.0,1435275.0,1437089.0,1438923.0
Madison - WI,651137.5625,653560.9375,655902.0,657917.4375,659888.9375,661843.5,663783.0,665234.9375,666657.6875,668069.0,669494.0,671123.6875,672749.6875,674356.625,675983.0,677577.0,679186.5625,680784.75,681890.625,681689.5,681317.8125,681107.8125,681172.1875,683221.625,685366.5625,687558.75,689970.1875,691977.875,694078.0,696302.125,698496.5,700578.1875,702756.25,705023.1875,707154.125,709561.875,711777.25,713171.875,714289.6875,715268.625,716206.5,717076.5,717883.4375,718662.75,719400.375,720078.125,720713.3125,721325.375,721902.75,722507.0,723151.6875,723845.8125,724590.8125,725383.1875,726218.8125,727103.875,728050.0,729043.1875,730083.8125,731215.8125,732429.375
Manchester - NH,412798.1875,413533.125,414216.0,414837.71875,415431.6875,416015.09375,416589.0,417052.40625,417497.5,417935.5,418382.0,419196.59375,420009.0,420809.375,421622.0,422061.3125,422510.5,422952.3125,422927.78125,423318.90625,423603.90625,423989.09375,424545.28125,424889.90625,425294.3125,425728.09375,426297.5,426525.5,426810.6875,427172.09375,427514.90625,428161.5,428867.1875,429627.5,430305.0,431290.90625,432163.3125,432555.78125,432807.1875,432969.21875,433158.8125,433290.40625,433438.8125,433588.0,433741.09375,433904.6875,434076.125,434251.3125,434430.3125,434627.40625,434848.6875,435097.09375,435371.0,435659.21875,435964.28125,436305.78125,436666.40625,437041.09375,437431.5,437839.6875,438261.40625
McAllen - TX,841382.375,843637.8125,845787.0,847511.25,849178.6875,850824.5625,852451.0,853909.75,855331.125,856737.8125,858162.0,859706.5,861246.25,862761.625,864302.0,866456.625,868631.4375,870791.1875,872842.0,874603.5625,876145.5,877894.6875,879998.0,882287.625,884700.9375,887175.3125,889932.375,892836.4375,895859.8125,899043.5,902189.0625,905442.875,908820.9375,912314.0625,915631.25,919115.8125,922287.625,924360.875,926147.8125,927758.625,929414.9375,930897.0,932316.5,933719.75,935112.4375,936516.9375,937907.5,939278.6875,940621.875,941992.0,943407.0,944888.4375,946410.5625,947967.6875,949563.5,951211.9375,952902.0,954633.3125,956403.375,958207.8125,960085.0
