Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4,2036 Q1,2036 Q2
Ogden - UT,14736,14792,14792,15385,15612,15660,15743,15959,16038,16319,16535,16791,16832,17066,17078,17430,17541,18082,18429,18495,19096,19669,19910,20115,20761,21233,21679,22330,22947,23675,24396,25271,25432,25902,26036,26036,26582,26783,27253,27253,27826,28002,28002,28437,28460,28514,29121,29515,29593,29696,29818,29953,30099,30254,30416,30582,30752,30924,31097,31271,31445,31618,31791,31965,32138,32311,32485,32658,32832,33005,33179,33352,33525,33699,33872,34045,34219,34392,34565,34738,34911,35083,35255
Oklahoma City - OK,87997,88605,89190,89236,89365,90112,90272,90350,90686,90705,91015,91357,91894,91849,92135,92172,92199,92199,92273,92643,92799,93430,93977,94368,94657,94894,94906,95512,96227,95929,96526,96760,97431,98453,99200,99736,99990,100707,101229,101678,102136,102206,102136,102503,102734,102709,102684,102893,102929,102987,103072,103180,103309,103456,103620,103797,103986,104184,104388,104596,104806,105020,105236,105454,105674,105897,106123,106349,106577,106808,107041,107274,107509,107745,107982,108220,108459,108699,108939,109181,109422,109664,109906
Omaha - NE,63588,63990,64828,65091,65084,66095,67096,67465,67888,69041,69041,69329,69435,70001,70407,71472,71876,73063,73466,73914,74181,74754,74754,75474,75663,76618,77373,77563,78630,79199,80072,80548,80685,81502,81930,82223,82972,84619,86001,86745,86983,87273,87193,88436,88836,89538,89836,90295,90870,91364,91679,92034,92419,92827,93253,93692,94140,94593,95049,95505,95959,96411,96860,97306,97750,98191,98630,99065,99499,99929,100357,100783,101206,101627,102045,102461,102875,103286,103695,104102,104507,104910,105311
Orange County - CA,231058,231611,232383,232397,234789,236395,237108,237116,239119,240039,240569,241159,241738,242564,243697,246246,247071,247089,247025,247690,248929,249308,249685,250580,251358,251761,252007,252321,253246,253800,254791,254791,255260,255498,257649,257649,257970,258441,259020,259450,260326,263269,262570,263862,263912,264178,264774,265109,265495,265502,265959,266046,266169,266324,266523,266765,267040,267343,267669,268015,268379,268758,269151,269555,269972,270397,270830,271269,271716,272168,272625,273086,273551,274020,274492,274966,275440,275916,276394,276874,277355,277836,278317
Orlando - FL,149221,150635,151609,153067,154168,156484,158799,159922,161905,163707,165770,167954,168660,171187,173117,175584,176793,178209,181317,183524,184975,187404,190230,192437,193953,194990,198457,201236,204164,207428,210686,214691,218937,221587,226469,227392,230732,233935,237297,238983,240945,243628,241287,244840,246388,247889,249243,250682,251823,252581,253139,253859,254711,255672,256920,258161,259330,260519,261728,262948,264173,265400,266628,267853,269079,270303,271526,272746,273964,275180,276394,277606,278815,280022,281227,282431,283630,284828,286025,287219,288411,289601,290787
Palm Beach - FL,61107,61288,61697,62710,63468,63944,64359,65353,66484,67111,67496,68180,68171,68563,69252,69612,70232,70244,70514,71901,72424,73034,73290,73992,74358,75265,76042,76332,76821,77963,78629,79294,80049,81481,83174,83286,83486,84019,83973,84160,84430,84812,84550,85262,86026,87442,88617,89736,90178,90339,90877,91105,91355,91623,91904,92194,92492,92793,93097,93400,93702,94004,94303,94599,94894,95186,95475,95761,96046,96328,96608,96886,97160,97433,97704,97972,98240,98505,98768,99029,99289,99545,99801
Pensacola - FL,14659,14723,14723,14723,14973,15213,15585,15585,15843,15843,15843,16071,16071,16071,16071,16071,16071,16063,16087,16178,16528,16528,16882,17358,17670,17892,17997,18372,18811,19632,20087,20257,20924,20924,21248,21741,22071,22071,22457,22467,22695,22695,22695,22990,22990,23270,23486,23630,23802,23962,24037,24119,24207,24298,24392,24488,24585,24683,24780,24877,24974,25070,25165,25260,25354,25448,25541,25634,25727,25819,25911,26003,26095,26187,26278,26370,26460,26551,26641,26731,26821,26910,26999
Philadelphia - PA,305347,307299,308247,308724,310092,311931,313673,314794,315618,316450,319408,321416,322931,324977,325673,327296,330138,331320,334016,335724,336754,339170,341404,343011,344058,345211,347840,349752,352196,355102,360721,363483,366748,370680,374409,376526,378310,380691,382917,383857,385052,386422,385080,387175,388568,389799,391025,391796,392413,393427,394192,394904,395651,396445,397279,398144,399031,399935,400846,401762,402677,403593,404506,405420,406335,407251,408169,409087,410005,410922,411839,412757,413673,414588,415503,416416,417328,418237,419144,420049,420953,421854,422752
Phoenix - AZ,300578,301782,303029,304203,304669,306321,309144,310364,313553,314865,317235,319518,320722,322571,323979,328688,330840,333170,334728,336708,339709,343864,346122,348751,352483,355953,359281,363603,368238,372540,377488,382585,387844,394951,400556,408140,413516,417862,424527,429506,433487,436883,434678,440035,442782,446281,449109,451012,453781,455862,457632,459231,460962,462788,464680,466612,468563,470515,472454,474374,476274,478153,480013,481856,483685,485500,487304,489096,490879,492653,494420,496178,497930,499676,501418,503154,504887,506615,508340,510062,511780,513495,515207
Pittsburgh - PA,94315,95238,95591,96275,97053,97283,98346,98367,98575,98948,99139,99139,99139,99263,99623,99681,100525,100738,100907,101042,101079,101219,102036,102409,102608,102893,102990,103236,103826,104587,104980,104980,105733,105758,106053,106664,106734,107731,107791,108732,109296,109591,109296,110009,110373,110642,110759,111103,111739,112068,112193,112340,112505,112688,112885,113093,113310,113532,113760,113992,114226,114461,114697,114933,115169,115403,115638,115871,116103,116334,116564,116792,117020,117247,117473,117699,117922,118145,118367,118587,118807,119025,119243
Port St. Lucie - FL,8424,8424,8424,8424,8424,8424,8424,8424,8424,8424,8424,8424,8728,8728,9037,9037,9047,9647,9847,9847,9947,10231,10231,10241,10565,10667,10675,10841,11465,12477,13666,14372,14498,15146,15146,15366,15366,15366,15499,15499,15591,15915,15843,16166,16380,16457,16537,16868,16898,16937,16982,17030,17082,17136,17192,17249,17306,17364,17422,17479,17537,17594,17651,17707,17763,17820,17875,17931,17986,18042,18097,18152,18208,18263,18318,18373,18428,18483,18538,18592,18647,18701,18756
Portland - ME,14252,14252,14292,14374,14419,14612,14789,14945,14945,14948,14948,15320,15389,15401,15496,15496,15496,15568,15693,16000,16130,16246,16393,16457,16481,16481,16649,16757,17127,17212,17675,18205,18508,18560,18749,18809,19180,19244,19430,19430,19430,19460,19430,19459,19549,19549,19632,19632,19640,19655,19676,19700,19728,19758,19790,19823,19857,19892,19927,19962,19998,20033,20068,20103,20138,20173,20207,20241,20274,20308,20341,20374,20407,20439,20471,20503,20535,20566,20598,20629,20659,20690,20720
Portland - OR,178298,179283,181278,182361,184348,185336,186440,187979,190363,191666,193479,194899,196099,198266,199860,201802,203659,205451,207911,209309,211159,213749,215054,216098,217815,218732,219353,220014,222752,224738,226705,227242,229410,231521,234199,235706,236548,237568,239228,239871,240569,240860,240569,241345,241670,242077,242376,243008,243505,244067,244683,245342,246037,246763,247514,248288,249078,249883,250699,251525,252358,253198,254045,254900,255760,256625,257496,258372,259252,260137,261025,261916,262811,263708,264608,265511,266415,267320,268228,269138,270048,270959,271870
Poughkeepsie - NY,19980,20461,20466,20626,20626,20705,20705,20713,20904,20974,20998,20998,21021,21136,21952,21968,22261,22390,22408,22502,22514,22514,22514,22520,22560,22622,22731,22981,23160,23178,23178,23212,23282,23441,23715,23746,23857,23857,23937,24041,24041,24311,24041,24646,24646,24685,24685,24685,24697,24720,25233,25270,25377,25424,25474,25525,25579,25633,25688,25742,25797,25851,25905,25959,26012,26064,26116,26167,26218,26269,26318,26367,26416,26464,26512,26559,26606,26652,26698,26743,26788,26832,26876
Providence - RI,55955,55989,56422,56522,56874,56866,56990,57547,58095,58232,58490,58799,59041,59281,59299,59313,59600,60056,60231,60437,60490,60597,60848,61002,61214,61332,61711,61812,61872,62358,62500,62642,62897,62945,63063,63518,63725,64160,64393,64646,64688,64886,64728,64885,65465,65488,66120,66243,66543,66578,66626,66684,66749,66819,66895,66973,67055,67138,67223,67309,67396,67484,67572,67661,67750,67839,67928,68017,68107,68196,68286,68375,68464,68554,68643,68733,68823,68912,69002,69091,69181,69271,69361
Provo - UT,9269,9647,9696,9740,9903,10539,10649,11124,11592,11767,11936,12129,12976,13203,13203,13280,14095,14352,14489,15066,15066,15066,15163,15365,15561,16137,16737,17629,17981,18205,19509,19845,20609,20917,21586,21586,21586,21960,22413,22724,23371,23520,23371,23684,23684,23683,23987,24006,24062,24143,24240,24350,24471,24599,24735,24875,25019,25165,25311,25457,25602,25747,25890,26033,26176,26318,26459,26600,26740,26880,27020,27159,27297,27435,27573,27710,27846,27982,28117,28252,28386,28519,28651
Raleigh - NC,87999,88807,90168,91121,91075,91889,93433,93973,95425,95480,96827,97441,98434,98951,99950,101142,101760,103444,105568,106618,107099,107501,108063,108725,110425,111010,111991,112654,114898,117505,120206,122650,125181,127620,129753,131482,134114,135399,137410,138528,139355,140325,139355,140883,142015,143124,144065,144595,145492,146369,146838,147384,147987,148635,149317,150021,150739,151464,152189,152911,153628,154341,155051,155758,156463,157168,157872,158575,159279,159982,160685,161389,162093,162798,163503,164208,164913,165617,166322,167027,167732,168435,169138
Reading - PA,10342,10342,10342,10342,10342,10358,10358,10358,10358,10457,10457,10457,10457,10539,10749,10749,10749,10749,10749,10749,10749,10749,10749,10749,10769,10769,10769,10769,10769,10789,10789,10969,11078,11078,11156,11156,11230,11230,11535,11535,11535,11535,11535,11534,11711,11711,11791,11791,11794,11800,11808,11818,11829,11841,11853,11866,11880,11893,11907,11921,11935,11950,11964,11978,11992,12006,12020,12034,12048,12062,12076,12090,12104,12117,12131,12144,12158,12171,12185,12198,12212,12225,12238
Reno - NV,34092,34092,34453,34453,34904,34904,35692,35318,35329,35695,36216,36556,36884,37093,37082,38111,38157,39027,39417,39437,40079,40570,40946,41183,41514,41575,42271,42384,42746,43757,44332,45162,45466,46344,46811,47260,47260,47965,47965,47988,47988,47988,47988,47987,48094,48093,48121,48171,48236,48311,48393,48481,48573,48669,48767,48867,48968,49069,49172,49274,49376,49478,49580,49682,49784,49886,49988,50089,50191,50292,50393,50494,50595,50695,50796,50896,50995,51095,51194,51293,51391,51490,51588
Richmond - VA,79635,80421,80813,81005,81649,81943,82024,82477,82850,83781,84413,85521,85547,85704,86785,87478,88194,89066,89788,90948,91576,91895,92104,93853,94521,95096,95518,95884,97379,98647,99355,101080,101455,101797,103201,104091,105481,106334,106889,107835,108359,108869,108765,110060,110926,111400,111443,112370,112638,113571,113980,114635,115235,115962,116647,117134,117623,118113,118602,119088,119569,120047,120521,120991,121456,121918,122377,122833,123286,123736,124183,124627,125071,125513,125952,126389,126825,127260,127693,128124,128555,128985,129413
Rochester - NY,51776,52131,52579,52667,52729,53004,53392,53439,53538,53718,53919,53964,54206,54361,54463,55435,55532,55569,55569,55569,55683,55896,56373,56391,56704,56961,57473,57473,57625,58042,58368,58483,58584,58851,58851,59109,59117,59266,59421,59439,59519,59519,59519,59518,59881,59931,59936,59954,59964,59982,60007,60037,60070,60107,60146,60187,60230,60273,60317,60362,60407,60453,60499,60544,60590,60636,60682,60728,60774,60820,60866,60912,60958,61003,61049,61095,61141,61186,61232,61278,61323,61369,61415
Sacramento - CA,128103,128118,128231,128243,128361,128631,128631,128955,128955,129621,129954,130789,130782,131020,131335,131861,132395,132690,133295,133685,133724,133809,134276,134459,134867,135645,136648,137326,137710,138543,139436,140340,140841,141799,142903,143709,144049,144743,145220,145687,146090,146568,146157,146565,146995,146992,147069,147066,147336,147382,147445,147528,147616,147715,147822,147937,148056,148180,148307,148437,148568,148701,148835,148971,149108,149247,149388,149528,149671,149814,149959,150103,150249,150395,150542,150689,150837,150986,151135,151285,151435,151585,151736
Saint Louis - MO,127547,127739,128032,128805,129898,130132,130642,131166,131130,132469,133011,133642,134206,134914,135321,135421,136473,137349,138438,138715,139360,139919,140129,140123,141172,141873,144277,145049,145466,146817,147930,149010,149718,150011,151104,151794,152161,153050,153823,154157,154326,154789,154531,155372,155752,155991,156360,156902,157507,157780,158085,158414,159169,159527,159893,160265,160641,161018,161395,161770,162141,162510,162875,163238,163598,163956,164313,164669,165024,165376,165728,166078,166427,166777,167124,167471,167818,168164,168510,168855,169200,169543,169886
Salem - OR,24611,24611,24611,24791,24861,24861,25215,25356,25373,25590,25614,25622,25684,26112,26112,26208,26453,26453,26688,27064,27400,27615,27638,27665,27821,28161,28205,28789,28819,28827,29183,29507,29763,30417,30696,30762,30833,31216,31283,31397,31561,31561,31561,31739,31812,31848,31864,31895,31935,31982,32035,32090,32149,32210,32272,32335,32400,32465,32532,32599,32667,32737,32807,32879,32951,33024,33099,33174,33251,33328,33407,33486,33567,33648,33731,33814,33899,33984,34070,34157,34246,34335,34425
Salinas - CA,19773,19773,19773,19773,19773,19773,19773,19821,19821,19821,19821,19821,19821,19821,19821,19821,19821,19821,19847,19847,19847,19847,19857,19857,19857,19857,19917,19917,19923,19923,19923,19923,19945,19945,19945,19945,20051,20051,20051,20051,20091,20091,20091,20090,20089,20089,20089,20090,20092,20094,20096,20098,20100,20103,20106,20108,20111,20114,20116,20119,20122,20124,20127,20130,20132,20135,20137,20140,20142,20144,20147,20149,20151,20154,20156,20158,20161,20163,20165,20167,20169,20171,20174
Salisbury - MD,4684,4684,4684,4684,4684,4684,4684,4684,4759,4759,4759,4759,4759,5047,5047,5047,5047,5047,5047,5047,5047,5047,5047,5047,5047,5047,5047,5107,5303,5499,5499,5693,5765,5765,5765,5765,5765,5765,5765,5765,5765,5765,5765,5967,5967,5967,5967,5967,5968,5970,5973,5977,5981,5985,5990,5995,6000,6006,6011,6016,6021,6026,6031,6036,6041,6046,6051,6055,6060,6064,6069,6073,6077,6081,6086,6090,6094,6097,6101,6105,6109,6112,6116
Salt Lake City - UT,59552,59922,60742,61446,62037,63915,64713,65089,66142,66791,68340,69370,70198,71726,72375,73524,74588,76294,76601,76839,77293,78660,79875,81364,81979,82952,84869,85772,86668,88848,90033,91052,92057,93869,95242,96155,96836,99160,99822,100917,101732,102443,101956,102936,103538,104347,104546,104806,104980,105575,105897,106270,106682,107125,107593,108080,108581,109095,109616,110146,110680,111220,111764,112312,112863,113417,113973,114532,115093,115657,116222,116788,117357,117927,118499,119073,119648,120225,120801,121380,121958,122539,123120
San Antonio - TX,164915,166886,167886,169343,169977,171962,174534,176150,178160,179205,180096,181308,183408,183854,185287,186071,187623,190168,192889,194282,195554,196371,197998,198761,199835,200576,201716,204996,206262,209292,210286,211851,215326,218014,222345,225027,227657,228660,231390,231774,233919,235177,234760,235767,236957,237504,238220,238773,239528,240799,241616,242784,243688,244624,245586,246569,247565,248572,249586,250605,251626,252652,253679,254712,255748,256788,257832,258880,259932,260987,262045,263106,264170,265237,266305,267377,268451,269527,270606,271686,272768,273851,274934
San Diego - CA,247610,248465,248762,249202,249714,250491,251494,252435,253156,254643,256318,257508,257969,258594,259619,261729,261976,262596,263538,264158,264716,267239,268350,269067,270103,271500,271770,272336,273612,274306,275706,277158,277447,279492,280338,281855,283414,284569,286637,287979,289509,291596,290075,291824,292955,294885,296314,297028,297188,297663,298786,299171,300207,300660,301145,301652,302177,302714,303260,303810,304362,304916,305468,306021,306570,307119,307667,308211,308753,309293,309832,310368,310901,311433,311963,312490,313016,313539,314062,314583,315102,315620,316138
San Francisco - CA,166650,168776,169305,169326,170129,172397,172975,173108,174465,175385,175562,175562,175660,176862,177507,177628,178027,178780,179771,180498,180594,181293,182769,183243,184077,184104,185051,185400,185720,186196,186366,186655,187702,188678,189447,189447,189625,190694,190826,191173,191173,191193,191173,191710,192250,192311,193102,193608,194403,194936,195296,195677,196074,196482,196897,197315,197734,198154,198573,198990,199403,199813,200218,200621,201019,201412,201803,202191,202575,202956,203335,203713,204089,204462,204833,205203,205571,205938,206303,206667,207030,207392,207753
San Jose - CA,134272,134512,137083,138453,138661,139760,139766,140161,140633,141284,141905,142286,142572,143151,146600,147038,147930,148408,149547,150048,151072,151108,152464,152939,152992,154201,155171,155647,155929,155859,156225,156225,156540,157149,158023,160038,161081,162574,162574,162561,162561,162861,162561,163050,163425,164037,164541,166257,166912,168097,168707,169332,169963,170594,171995,172616,173226,173826,174415,174996,175566,176129,176683,177230,177771,178307,178837,179363,179886,180404,180920,181432,181941,182448,182950,183449,183946,184442,184934,185424,185912,186399,186882
Santa Barbara - CA,19400,19400,19678,19678,19869,19827,19827,19827,19863,19863,20021,20107,20107,20112,20112,20112,20154,20282,20392,20759,20765,20771,20771,20947,20947,20970,20970,20970,21000,21000,21000,21167,21155,21174,21282,21299,21299,21299,21334,21334,21334,21773,21334,21772,21771,21771,21882,21894,21910,21928,21948,22018,22040,22064,22088,22112,22137,22163,22188,22214,22241,22267,22294,22321,22349,22377,22405,22434,22463,22492,22522,22553,22584,22615,22647,22679,22711,22744,22777,22811,22845,22880,22915
Santa Rosa - CA,21747,21747,21747,21857,21917,21953,21973,21735,21735,21735,21831,21831,21843,22028,22061,22258,22467,22504,22922,22922,22940,22940,22983,22983,22983,23030,23120,23354,23862,23862,23862,24134,24278,24412,24418,24566,24566,24973,24973,24973,25233,25253,25233,25252,25251,25680,25718,25747,25784,25826,25873,25923,25975,26029,26084,26141,26198,26256,26314,26373,26432,26491,26551,26611,26671,26732,26793,26854,26917,26979,27042,27106,27169,27234,27299,27364,27430,27496,27563,27630,27697,27765,27834
Sarasota - FL,24681,25380,26100,26328,26794,26794,26804,26794,26800,27438,28205,28516,28516,29082,29501,30842,31566,31584,32628,33230,34064,34504,35111,35111,35557,35562,35667,36552,37492,39142,39782,39974,40902,42857,43712,44879,45864,47267,48093,49973,50398,51344,50633,52457,52522,54249,54878,55546,56326,56826,57177,57562,57971,58397,58836,59284,59738,60193,60648,61102,61553,62002,62448,62892,63334,63773,64210,64645,65079,65513,65945,66378,66810,67241,67670,68099,68526,68953,69378,69802,70225,70647,71068
Savannah - GA,22380,22380,22700,22820,23396,23412,23692,24410,24675,24773,24773,25280,25554,25554,25554,25826,26582,27984,28259,28359,29153,29836,29869,30284,30284,30284,30638,30782,31313,32074,33190,33190,33664,34653,35627,36287,36449,38199,39095,40036,40789,40905,40789,41720,41969,42440,42741,42972,43157,43389,43656,43948,44259,44582,44916,45256,45601,45947,46292,46637,46980,47320,47659,47996,48331,48665,48996,49327,49656,49985,50313,50642,50969,51296,51622,51948,52272,52595,52918,53239,53560,53880,54199
Scranton - PA,9294,9294,9319,9319,9319,9319,9319,9319,9319,9319,9319,9343,9343,9343,9343,9463,9463,9550,9598,9598,9699,9699,9699,9699,9759,9800,9800,9800,9818,9818,9826,9861,9894,9926,9938,9938,9938,10014,10014,10014,10014,10014,10014,10013,10013,10013,10013,10013,10014,10016,10018,10022,10025,10030,10034,10039,10043,10048,10053,10058,10063,10068,10073,10078,10082,10087,10092,10097,10102,10106,10111,10116,10120,10125,10130,10134,10139,10143,10148,10152,10157,10161,10166
Seattle - WA,299934,302236,304933,308778,310072,312332,316027,318206,320537,322977,326161,329277,332504,335675,339107,341486,343634,344579,347376,349100,351995,355134,357592,359631,362368,365832,369324,371142,372927,374350,377573,379531,382576,386970,391300,394205,397603,400992,403462,404520,405628,407619,405995,410153,412169,413903,414935,417314,418589,420041,421220,422488,424285,425949,427977,429469,431000,432558,434132,435715,437301,438889,440476,442061,443643,445223,446798,448368,449935,451497,453055,454608,456159,457705,459249,460788,462326,463861,465393,466922,468450,469975,471497
Shreveport - LA,23633,23633,23705,23705,23705,23705,23673,23673,23673,23673,23673,23673,23673,23745,23745,23745,23745,23745,23745,23745,23745,23745,23583,23583,23583,23583,23583,23865,23865,23865,23929,23897,23897,24133,24133,24133,23957,23957,23957,23957,24091,24091,24091,24090,24089,24088,24086,24086,24087,24088,24090,24092,24094,24097,24099,24102,24105,24107,24110,24113,24116,24118,24121,24124,24127,24130,24133,24136,24139,24142,24145,24148,24151,24154,24157,24160,24163,24167,24170,24173,24177,24180,24184
Spokane - WA,32594,32993,33242,33314,33893,33916,34257,34381,34393,34619,35273,35739,35779,36007,36013,36221,36489,36564,37159,37466,37695,38024,38646,38664,38851,39149,39380,39543,39819,40004,40705,41076,41685,42245,42936,43148,43394,43473,43932,43932,43932,44299,43932,44298,44619,44746,44906,44959,45027,45107,45194,45287,45385,45485,45589,45694,45801,45909,46017,46126,46234,46343,46451,46560,46669,46778,46887,46996,47105,47215,47325,47434,47544,47654,47764,47874,47984,48094,48205,48315,48425,48536,48646
Springfield - MA,18777,18777,18777,18810,18810,18810,18810,18810,18810,18828,18828,18828,18828,18828,18828,18828,18828,18828,18828,18828,18828,18888,18888,18888,18888,18888,18888,18893,18893,18893,18893,18893,18967,18967,18967,18967,19015,19021,19021,19021,19021,19021,19021,19020,19020,19143,19143,19142,19143,19144,19147,19151,19156,19164,19174,19186,19200,19217,19237,19259,19284,19312,19342,19376,19412,19451,19492,19536,19582,19631,19681,19735,19790,19848,19908,19970,20034,20101,20169,20239,20311,20386,20462
Springfield - MO,22881,22946,22890,22996,23072,23096,23332,23413,23389,23401,23491,23527,23654,23720,23836,23861,23962,24003,24147,24186,24258,24258,24474,24696,24696,24854,24878,24929,24929,25752,25876,25894,26134,26329,26591,26928,27012,27039,27360,27502,27573,27650,27615,27649,27940,28109,28108,28121,28139,28168,28205,28248,28296,28347,28402,28459,28517,28577,28637,28698,28760,28821,28883,28944,29005,29066,29127,29188,29249,29309,29369,29429,29489,29548,29608,29667,29726,29785,29843,29902,29960,30018,30076
Stamford - CT,27577,28048,28327,28674,28686,28698,29261,29355,30222,30510,31290,31561,32365,32365,32446,33512,34023,34238,34307,34589,35225,35839,36116,36541,36541,36716,37113,37628,38392,38596,38885,38925,39303,40126,40769,41138,41149,41706,42581,43186,43451,44161,43451,44553,45180,45610,45738,46005,46136,46373,46580,46812,47062,47330,47609,47896,48192,48494,48798,49105,49414,49723,50032,50341,50651,50960,51268,51575,51881,52187,52493,52798,53103,53407,53710,54013,54317,54620,54921,55221,55522,55821,56120
Stockton - CA,25288,25636,25636,25636,25636,25636,25620,25604,26224,26224,26224,26219,26219,26373,26373,26583,26750,27054,27054,27210,27210,27456,27602,27818,27818,27818,27990,28422,28614,28643,28847,28955,29299,29299,29299,29299,29299,29666,29666,29666,29672,29920,29672,29919,29918,29918,29924,29936,29951,29969,29988,30009,30031,30054,30077,30101,30125,30149,30174,30198,30223,30247,30271,30295,30320,30344,30368,30392,30416,30440,30464,30488,30511,30535,30558,30582,30605,30628,30652,30675,30698,30720,30743
Syracuse - NY,31790,31890,32048,32064,32332,32468,32859,32859,32958,32958,32958,33070,33070,33070,33086,33098,33098,33098,33337,33498,33556,33669,33669,33728,33750,33809,33888,34035,34302,34302,34302,34398,34338,34404,34732,34915,34981,34714,35092,35092,35092,35092,35092,35213,35498,35497,35497,35648,36202,36219,36242,36270,36302,36336,36373,36411,36450,36490,36530,36571,36612,36652,36692,36732,36772,36812,36851,36890,36929,36967,37005,37043,37080,37117,37154,37191,37227,37263,37299,37334,37369,37404,37439
Tallahassee - FL,20851,20851,20937,20937,20969,20974,21522,21523,21529,21797,22105,22405,22649,22649,22649,22583,22516,22516,22556,22880,22900,22900,23152,23152,23152,23152,23152,23152,23412,23722,23737,23898,24693,24798,24792,24792,25092,25092,25092,25320,25365,25365,25365,25584,25827,26032,26032,26050,26078,26115,26157,26203,26253,26304,26357,26411,26466,26521,26576,26630,26685,26739,26793,26846,26900,26953,27006,27058,27111,27163,27216,27268,27320,27373,27425,27477,27529,27580,27632,27683,27735,27786,27838
Tampa - FL,177057,178010,179177,180327,181735,182415,182282,184117,185099,187141,188197,191755,192881,194009,195603,195666,197344,198643,200779,202257,203334,205719,207322,208601,210198,213592,216014,216765,218061,220419,222136,223391,227794,230906,234232,236271,239882,240719,243258,244709,246325,248823,247090,251257,253422,255493,256798,257633,259626,261062,261795,262513,263319,264203,265147,266135,267154,268193,269244,270302,271361,272418,273474,274525,275572,276616,277654,278687,279717,280741,281762,282778,283791,284801,285808,286812,287813,288811,289807,290801,291793,292784,293773
Toledo - OH,36487,36487,36487,36487,36487,36645,36645,37435,37753,37745,37745,37853,37965,38015,38015,38015,38394,38394,38599,38646,38898,39232,39232,39232,39190,39383,39383,39635,39851,39851,39975,40104,40299,40437,40437,40469,40731,40799,41119,41119,41311,41311,41311,41309,41307,41305,41511,41517,41532,41553,41579,41609,41641,41676,41713,41750,41789,41828,41867,41906,41945,41984,42023,42061,42099,42137,42175,42212,42249,42285,42322,42358,42393,42429,42464,42499,42534,42568,42602,42636,42669,42703,42736
Trenton - NJ,17069,17119,17711,17711,17711,17873,18100,18100,18100,18100,18100,18332,18332,18390,18390,18390,18920,18955,18990,19054,19071,19891,20334,20353,20353,20353,20359,20359,20359,20359,20580,20623,20923,20965,20965,20965,21470,22396,22931,23040,23040,23091,23040,23090,23280,23279,23399,23399,23416,23449,23492,23545,23604,23669,23737,23809,23882,23957,24033,24109,24185,24260,24335,24410,24483,24556,24629,24700,24771,24841,24911,24979,25047,25115,25181,25248,25313,25378,25442,25506,25569,25632,25694
Tucson - AZ,78822,78822,78822,79090,79090,79084,79109,79109,79349,79344,79439,79439,79439,79468,79502,80016,80076,80076,80176,80176,80854,80964,81685,81911,81866,81874,81874,81874,81874,82146,82900,83138,83801,83827,85340,85369,85548,85524,85535,85912,85832,86088,85832,86293,86602,87446,87456,87578,87667,87773,87893,88023,88160,88302,88449,88599,88751,88905,89061,89218,89377,89537,89698,89861,90025,90191,90358,90525,90694,90864,91035,91207,91380,91554,91729,91905,92082,92260,92439,92619,92800,92981,93164
Tulsa - OK,58068,58536,58542,58546,59041,59486,59726,60558,60558,60574,60584,60656,60716,60815,60815,60815,61672,61672,61768,61768,61768,61768,61816,62266,62271,62695,62853,62991,63030,63042,63356,63356,64500,64762,65242,65791,65797,66504,67232,67666,67885,68211,68211,68210,68491,68488,68485,68515,68577,68661,68762,68876,68999,69129,69265,69405,69547,69692,69838,69986,70136,70289,70443,70601,70760,70923,71088,71255,71425,71598,71773,71951,72132,72315,72501,72690,72881,73076,73272,73472,73674,73878,74086
Vallejo-Fairfield - CA,16794,17022,17022,17022,17386,17386,17449,17449,17449,17459,17459,17459,17459,17459,17474,17474,17474,17719,17719,17719,17719,17719,17719,17719,17879,17879,18160,18160,18160,18197,18272,18404,18404,18404,18404,18404,18866,19035,19107,19107,19461,19461,19461,19460,19460,19459,19468,19483,19501,19523,19546,19571,19597,19624,19652,19680,19709,19737,19766,19795,19823,19851,19878,19905,19932,19959,19986,20012,20038,20064,20090,20116,20141,20166,20191,20215,20240,20264,20287,20311,20334,20358,20380
Ventura - CA,33008,33243,33243,33243,33163,33156,33202,33156,33606,33606,33982,34201,34296,34296,34746,35111,35156,35196,35196,35499,35535,35543,35543,35597,35592,36089,36229,36229,36366,36366,36718,36761,37067,37067,37067,37067,37067,37393,37825,38210,38242,38242,38242,38241,38510,38729,38754,38798,38854,38919,38991,39067,39147,39230,39315,39402,39490,39579,39668,39758,39848,39939,40030,40121,40213,40306,40399,40492,40586,40681,40776,40872,40968,41065,41163,41261,41359,41458,41558,41658,41759,41860,41961
